case_id,variant_id,variant_type,case_type,corpus_document_count,corpus_sha256,embedding_model,corpus_builder,generated_from_commit,reference_threshold,reference_threshold_source,reference_threshold_mode,experiment_scope_sha256,original_query,variant_query,top1_score,top1_doc_id,top1_slot,top1_entity,top5_doc_ids,top5_slots,top5_entities,expected_hit_at_5,above_reference_threshold,top1_changed_from_original,score_delta_from_original
positive_demo2_region_type_boundary,positive_demo2_region_type_boundary::01_original,original,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What is the boundary of region_type in Demo 2?,What is the boundary of region_type in Demo 2?,0.638906,retail_ops/data/demo2_source_notes.md:chunk:23,,,retail_ops/data/demo2_source_notes.md:chunk:23 | retail_ops/data/DATA_DICTIONARY.md:chunk:32 | retail_ops/data/DATA_DICTIONARY.md:chunk:33 | retail_ops/data/DATA_DICTIONARY.md:chunk:92 | retail_ops/data/DATA_DICTIONARY.md:chunk:482, |  |  |  | , |  |  |  | ,True,True,False,0.0
negative_next_week_subsidy,negative_next_week_subsidy::04_typo_punctuation_noise,typo_punctuation_noise,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store should receive the largest subsidy next week?,Whcih store should receive the largest subsidy next week? ??,0.491944,generated_demo2_retail_memory_facts.json:3,top3_sku_product_mix_note,store_B,generated_demo2_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:8 | generated_demo2_retail_memory_facts.json:18 | retail_ops/data/DATA_DICTIONARY.md:chunk:355,top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note | ,store_B | store_F | store_C | store_E | ,False,False,True,0.01236
negative_next_week_subsidy,negative_next_week_subsidy::05_keyword_order_changed,keyword_order_changed,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store should receive the largest subsidy next week?,the largest subsidy next week? Which store should receive,0.490633,generated_demo2_retail_memory_facts.json:23,top3_sku_product_mix_note,store_F,generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:8 | generated_demo2_retail_memory_facts.json:18 | generated_demo2_retail_memory_facts.json:13,top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note,store_F | store_B | store_C | store_E | store_D,False,False,False,0.011049
negative_profit_margin,negative_profit_margin::01_original,original,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the best profit margin?,Which store had the best profit margin?,0.491023,retail_ops/data/DATA_DICTIONARY.md:chunk:350,,,retail_ops/data/DATA_DICTIONARY.md:chunk:350 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:8 | generated_demo2_retail_memory_facts.json:4, |  | top3_sku_product_mix_note | top3_sku_product_mix_note | single_metric_attribution_guard, |  | store_F | store_C | store_B,False,False,False,0.0
negative_profit_margin,negative_profit_margin::02_shortened,shortened,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the best profit margin?,Which store had best profit margin?,0.500303,retail_ops/data/DATA_DICTIONARY.md:chunk:350,,,retail_ops/data/DATA_DICTIONARY.md:chunk:350 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:8 | generated_demo2_retail_memory_facts.json:4, |  | top3_sku_product_mix_note | top3_sku_product_mix_note | single_metric_attribution_guard, |  | store_F | store_C | store_B,False,False,False,0.00928
negative_profit_margin,negative_profit_margin::03_paraphrased,paraphrased,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the best profit margin?,what merchant store had the best profit margin?,0.491613,retail_ops/data/DATA_DICTIONARY.md:chunk:350,,,retail_ops/data/DATA_DICTIONARY.md:chunk:350 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:8, |  | single_metric_attribution_guard | single_metric_attribution_guard | top3_sku_product_mix_note, |  | store_B | store_C | store_C,False,False,False,0.00059
negative_profit_margin,negative_profit_margin::04_typo_punctuation_noise,typo_punctuation_noise,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the best profit margin?,Which store had the best profit magrin? ??,0.464718,retail_ops/data/DATA_DICTIONARY.md:chunk:378,,,retail_ops/data/DATA_DICTIONARY.md:chunk:378 | retail_ops/data/DATA_DICTIONARY.md:chunk:268 | retail_ops/data/DATA_DICTIONARY.md:chunk:360 | generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:18, |  |  | top3_sku_product_mix_note | top3_sku_product_mix_note, |  |  | store_F | store_E,False,False,True,-0.026305
negative_profit_margin,negative_profit_margin::05_keyword_order_changed,keyword_order_changed,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the best profit margin?,the best profit margin? Which store had,0.509959,retail_ops/data/DATA_DICTIONARY.md:chunk:350,,,retail_ops/data/DATA_DICTIONARY.md:chunk:350 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:8 | generated_demo2_retail_memory_facts.json:13, |  | top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note, |  | store_F | store_C | store_D,False,False,False,0.018936
negative_delivery_stability,negative_delivery_stability::01_original,original,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the most stable delivery performance in March 2026?,Which store had the most stable delivery performance in March 2026?,0.498147,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:14 | retail_ops/data/demo2_source_notes.md:chunk:8 | generated_demo2_retail_memory_facts.json:19 | generated_demo2_retail_memory_facts.json:24,single_metric_attribution_guard | single_metric_attribution_guard |  | single_metric_attribution_guard | single_metric_attribution_guard,store_C | store_D |  | store_E | store_F,False,False,False,0.0
negative_delivery_stability,negative_delivery_stability::02_shortened,shortened,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the most stable delivery performance in March 2026?,Which store had most stable delivery performance in March 2026?,0.499621,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:14 | generated_demo2_retail_memory_facts.json:19 | retail_ops/data/demo2_source_notes.md:chunk:8 | generated_demo2_retail_memory_facts.json:24,single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard |  | single_metric_attribution_guard,store_C | store_D | store_E |  | store_F,False,False,False,0.001474
negative_delivery_stability,negative_delivery_stability::03_paraphrased,paraphrased,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the most stable delivery performance in March 2026?,what merchant store had the most stable delivery performance in March 2026?,0.496384,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:14 | retail_ops/data/demo2_source_notes.md:chunk:8 | generated_demo2_retail_memory_facts.json:19 | generated_demo2_retail_memory_facts.json:24,single_metric_attribution_guard | single_metric_attribution_guard |  | single_metric_attribution_guard | single_metric_attribution_guard,store_C | store_D |  | store_E | store_F,False,False,False,-0.001763
negative_delivery_stability,negative_delivery_stability::04_typo_punctuation_noise,typo_punctuation_noise,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the most stable delivery performance in March 2026?,Whcih store had the most stable delivery performance in March 2026? ??,0.494861,retail_ops/data/demo2_source_notes.md:chunk:8,,,retail_ops/data/demo2_source_notes.md:chunk:8 | generated_demo2_retail_memory_facts.json:9 | generated_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:14 | generated_demo2_retail_memory_facts.json:3, | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard | top3_sku_product_mix_note, | store_C | store_A | store_D | store_B,False,False,True,-0.003286
negative_delivery_stability,negative_delivery_stability::05_keyword_order_changed,keyword_order_changed,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store had the most stable delivery performance in March 2026?,stable delivery performance in March 2026? Which store had the most,0.536382,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:14 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:19 | generated_demo2_retail_memory_facts.json:4,single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard,store_C | store_D | store_F | store_E | store_B,False,False,False,0.038235
hard_negative_activity_roi,hard_negative_activity_roi::01_original,original,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does activity_cost_ratio_pct show activity ROI?,Does activity_cost_ratio_pct show activity ROI?,0.716122,retail_ops/data/DATA_DICTIONARY.md:chunk:298,,,retail_ops/data/DATA_DICTIONARY.md:chunk:298 | retail_ops/data/DATA_DICTIONARY.md:L1124 | retail_ops/data/DATA_DICTIONARY.md:chunk:293 | retail_ops/data/demo2_source_notes.md:chunk:17 | retail_ops/data/DATA_DICTIONARY.md:chunk:424, | activity_cost_ratio_pct |  |  | , |  |  |  | ,True,True,False,0.0
hard_negative_activity_roi,hard_negative_activity_roi::02_shortened,shortened,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does activity_cost_ratio_pct show activity ROI?,Does activity_cost_ratio_pct activity ROI?,0.708236,retail_ops/data/DATA_DICTIONARY.md:chunk:298,,,retail_ops/data/DATA_DICTIONARY.md:chunk:298 | retail_ops/data/DATA_DICTIONARY.md:chunk:424 | retail_ops/data/DATA_DICTIONARY.md:chunk:293 | retail_ops/data/DATA_DICTIONARY.md:L1124 | retail_ops/data/demo2_source_notes.md:chunk:17, |  |  | activity_cost_ratio_pct | , |  |  |  | ,True,True,False,-0.007886
hard_negative_activity_roi,hard_negative_activity_roi::03_paraphrased,paraphrased,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does activity_cost_ratio_pct show activity ROI?,Does activity_cost_ratio_pct summarize activity activity-cost interpretation?,0.719868,retail_ops/data/demo2_source_notes.md:chunk:17,,,retail_ops/data/demo2_source_notes.md:chunk:17 | retail_ops/data/DATA_DICTIONARY.md:chunk:293 | retail_ops/data/DATA_DICTIONARY.md:L1124 | retail_ops/data/DATA_DICTIONARY.md:L211 | retail_ops/data/DATA_DICTIONARY.md:chunk:298, |  | activity_cost_ratio_pct | activity_order_share_pct | , |  |  |  | ,True,True,True,0.003746
hard_negative_activity_roi,hard_negative_activity_roi::04_typo_punctuation_noise,typo_punctuation_noise,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does activity_cost_ratio_pct show activity ROI?,Does activity_cost_ratio_pct show activiyt ROI? ??,0.714187,retail_ops/data/DATA_DICTIONARY.md:chunk:298,,,retail_ops/data/DATA_DICTIONARY.md:chunk:298 | retail_ops/data/DATA_DICTIONARY.md:L1124 | retail_ops/data/DATA_DICTIONARY.md:chunk:293 | retail_ops/data/demo2_source_notes.md:chunk:17 | retail_ops/data/DATA_DICTIONARY.md:chunk:424, | activity_cost_ratio_pct |  |  | , |  |  |  | ,True,True,False,-0.001935
hard_negative_activity_roi,hard_negative_activity_roi::05_keyword_order_changed,keyword_order_changed,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does activity_cost_ratio_pct show activity ROI?,Does activity_cost_ratio_pct show activity ROI? evidence,0.699174,retail_ops/data/DATA_DICTIONARY.md:chunk:298,,,retail_ops/data/DATA_DICTIONARY.md:chunk:298 | retail_ops/data/DATA_DICTIONARY.md:L1124 | retail_ops/data/demo2_source_notes.md:chunk:17 | retail_ops/data/DATA_DICTIONARY.md:chunk:293 | retail_ops/data/DATA_DICTIONARY.md:chunk:424, | activity_cost_ratio_pct |  |  | , |  |  |  | ,True,True,False,-0.016948
hard_negative_region_type_grouping,hard_negative_region_type_grouping::01_original,original,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Can region_type be used as a hard peer-grouping rule?,Can region_type be used as a hard peer-grouping rule?,0.591893,retail_ops/data/DATA_DICTIONARY.md:chunk:32,,,retail_ops/data/DATA_DICTIONARY.md:chunk:32 | retail_ops/data/DATA_DICTIONARY.md:chunk:33 | retail_ops/data/DATA_DICTIONARY.md:chunk:59 | retail_ops/data/DATA_DICTIONARY.md:chunk:34 | retail_ops/data/DATA_DICTIONARY.md:chunk:31, |  |  |  | , |  |  |  | ,True,True,False,0.0
hard_negative_region_type_grouping,hard_negative_region_type_grouping::02_shortened,shortened,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Can region_type be used as a hard peer-grouping rule?,Can region_type be used as hard peer-grouping rule?,0.591065,retail_ops/data/DATA_DICTIONARY.md:chunk:32,,,retail_ops/data/DATA_DICTIONARY.md:chunk:32 | retail_ops/data/DATA_DICTIONARY.md:chunk:33 | retail_ops/data/DATA_DICTIONARY.md:chunk:59 | retail_ops/data/DATA_DICTIONARY.md:chunk:31 | retail_ops/data/DATA_DICTIONARY.md:chunk:34, |  |  |  | , |  |  |  | ,True,True,False,-0.000828
hard_negative_region_type_grouping,hard_negative_region_type_grouping::03_paraphrased,paraphrased,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Can region_type be used as a hard peer-grouping rule?,What evidence is available for: Can region_type be used as a hard peer-grouping rule?,0.582247,retail_ops/data/DATA_DICTIONARY.md:chunk:32,,,retail_ops/data/DATA_DICTIONARY.md:chunk:32 | retail_ops/data/DATA_DICTIONARY.md:chunk:33 | retail_ops/data/DATA_DICTIONARY.md:chunk:59 | retail_ops/data/DATA_DICTIONARY.md:chunk:31 | retail_ops/data/DATA_DICTIONARY.md:chunk:34, |  |  |  | , |  |  |  | ,True,True,False,-0.009646
hard_negative_region_type_grouping,hard_negative_region_type_grouping::04_typo_punctuation_noise,typo_punctuation_noise,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Can region_type be used as a hard peer-grouping rule?,Can regino_type be used as a hard peer-grouping rule? ??,0.509793,retail_ops/data/DATA_DICTIONARY.md:chunk:32,,,retail_ops/data/DATA_DICTIONARY.md:chunk:32 | retail_ops/data/DATA_DICTIONARY.md:chunk:33 | retail_ops/data/DATA_DICTIONARY.md:chunk:37 | retail_ops/data/DATA_DICTIONARY.md:chunk:43 | retail_ops/data/DATA_DICTIONARY.md:chunk:59, |  |  |  | , |  |  |  | ,True,False,False,-0.0821
hard_negative_region_type_grouping,hard_negative_region_type_grouping::05_keyword_order_changed,keyword_order_changed,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Can region_type be used as a hard peer-grouping rule?,as a hard peer-grouping rule? Can region_type be used,0.618156,retail_ops/data/DATA_DICTIONARY.md:chunk:32,,,retail_ops/data/DATA_DICTIONARY.md:chunk:32 | retail_ops/data/DATA_DICTIONARY.md:chunk:33 | retail_ops/data/DATA_DICTIONARY.md:chunk:59 | retail_ops/data/DATA_DICTIONARY.md:chunk:31 | retail_ops/data/DATA_DICTIONARY.md:chunk:34, |  |  |  | , |  |  |  | ,True,True,False,0.026263
hard_negative_top_sku_category_share,hard_negative_top_sku_category_share::01_original,original,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does top3_sku_transaction_amount_share_pct prove the full category sales structure?,Does top3_sku_transaction_amount_share_pct prove the full category sales structure?,0.682039,retail_ops/data/DATA_DICTIONARY.md:chunk:333,,,retail_ops/data/DATA_DICTIONARY.md:chunk:333 | retail_ops/data/DATA_DICTIONARY.md:L264 | retail_ops/data/DATA_DICTIONARY.md:chunk:329 | retail_ops/data/DATA_DICTIONARY.md:chunk:424 | generated_demo2_retail_memory_facts.json:8, | top3_sku_amount_concentration |  |  | top3_sku_product_mix_note, |  |  |  | store_C,True,True,False,0.0
hard_negative_top_sku_category_share,hard_negative_top_sku_category_share::02_shortened,shortened,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does top3_sku_transaction_amount_share_pct prove the full category sales structure?,Does top3_sku_transaction_amount_share_pct prove full category sales structure?,0.679734,retail_ops/data/DATA_DICTIONARY.md:L264,top3_sku_amount_concentration,,retail_ops/data/DATA_DICTIONARY.md:L264 | retail_ops/data/DATA_DICTIONARY.md:chunk:333 | retail_ops/data/DATA_DICTIONARY.md:chunk:424 | retail_ops/data/DATA_DICTIONARY.md:chunk:329 | generated_demo2_retail_memory_facts.json:8,top3_sku_amount_concentration |  |  |  | top3_sku_product_mix_note, |  |  |  | store_C,True,True,True,-0.002305
hard_negative_top_sku_category_share,hard_negative_top_sku_category_share::03_paraphrased,paraphrased,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does top3_sku_transaction_amount_share_pct prove the full category sales structure?,What evidence is available for: Does top3_sku_transaction_amount_share_pct prove the full category sales structure?,0.692547,retail_ops/data/DATA_DICTIONARY.md:L264,top3_sku_amount_concentration,,retail_ops/data/DATA_DICTIONARY.md:L264 | retail_ops/data/DATA_DICTIONARY.md:chunk:333 | retail_ops/data/DATA_DICTIONARY.md:L256 | retail_ops/data/DATA_DICTIONARY.md:L364 | generated_demo2_retail_memory_facts.json:8,top3_sku_amount_concentration |  | missing_top3_sku_amount_evidence | top3_sku_product_mix_note | top3_sku_product_mix_note, |  |  |  | store_C,True,True,True,0.010508
hard_negative_top_sku_category_share,hard_negative_top_sku_category_share::04_typo_punctuation_noise,typo_punctuation_noise,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does top3_sku_transaction_amount_share_pct prove the full category sales structure?,Does top3_sku_transaction_amount_sharep_ct prove the full category sales structure? ??,0.679936,retail_ops/data/DATA_DICTIONARY.md:L264,top3_sku_amount_concentration,,retail_ops/data/DATA_DICTIONARY.md:L264 | retail_ops/data/DATA_DICTIONARY.md:chunk:333 | retail_ops/data/DATA_DICTIONARY.md:chunk:329 | generated_demo2_retail_memory_facts.json:8 | retail_ops/data/DATA_DICTIONARY.md:L256,top3_sku_amount_concentration |  |  | top3_sku_product_mix_note | missing_top3_sku_amount_evidence, |  |  | store_C | ,True,True,True,-0.002103
